datafolder: ./izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p2/inpvar5_S5_t5000/seed5/ datafile: v_normed_alltimes.txt data: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/timeseries28.csv groundtruth: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/sim28_gt_processed.csv seed: 15 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full max_epoch: 50 device: cuda:5 patience: 10 outdir: . outname: best_model d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    4.792128562927246    6.205546617507935    0.06819605827331543
2    4.631558895111084    5.0006043910980225    0.07100319862365723
3    6.171354055404663    7.500791788101196    0.06358838081359863
4    4.516190528869629    6.466247320175171    0.06518983840942383
5    4.380084156990051    5.200702428817749    0.062392234802246094
6    5.2037577629089355    6.333577394485474    0.06215667724609375
7    4.566464185714722    3.719333052635193    0.06032586097717285
8    4.612760305404663    3.4805890917778015    0.06279945373535156
9    4.557117700576782    3.439729630947113    0.0682210922241211
10    4.471876621246338    3.444793462753296    0.07136321067810059
11    3.8425968885421753    5.773703098297119    0.059700727462768555
12    3.665432333946228    5.537960171699524    0.07054853439331055
13    3.942745566368103    3.7816455364227295    0.060636043548583984
14    3.702216863632202    2.9251580238342285    0.06197810173034668
15    3.5677437782287598    4.533001899719238    0.052922964096069336
16    2.4413176774978638    4.608364701271057    0.05338001251220703
17    2.7955758571624756    4.044089317321777    0.05989265441894531
18    2.4106228351593018    3.997462511062622    0.060853004455566406
19    2.3099716305732727    4.949051737785339    0.06055808067321777
20    1.9320284724235535    5.151382684707642    0.05847311019897461
21    2.3284448385238647    3.752313017845154    0.06567645072937012
22    1.9228413701057434    4.36803126335144    0.06756114959716797
23    2.0439394116401672    4.3879477977752686    0.06863188743591309
24    2.600876569747925    4.214101314544678    0.07135939598083496
early stopped at epoch 24 
best result at epoch 14 train 3.702216863632202 val 2.9251580238342285 
