datafolder: ./izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p2/inpvar5_S5_t5000/seed5/ datafile: v_normed_alltimes.txt data: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/timeseries28.csv groundtruth: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/sim28_gt_processed.csv seed: 18 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full max_epoch: 50 device: cuda:5 patience: 10 outdir: . outname: best_model d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    5.3808910846710205    4.859964847564697    0.06506991386413574
2    5.111349821090698    5.683573007583618    0.06867551803588867
3    4.754655361175537    4.326971888542175    0.07010746002197266
4    6.02327561378479    4.118124961853027    0.07054615020751953
5    5.377562046051025    4.847858428955078    0.05873465538024902
6    4.833963751792908    6.288006782531738    0.06614422798156738
7    5.37822413444519    3.5124990344047546    0.06483840942382812
8    3.9632753133773804    5.123678922653198    0.0693211555480957
9    3.5826438665390015    4.971604347229004    0.0643308162689209
10    3.411215662956238    5.873742341995239    0.06389069557189941
11    4.102652311325073    4.6255409717559814    0.05912184715270996
12    3.7342827320098877    3.6762689352035522    0.058614253997802734
13    3.1275068521499634    4.587989091873169    0.059332847595214844
14    3.2394367456436157    3.884729266166687    0.06001091003417969
15    2.609064221382141    3.8133898973464966    0.056780338287353516
16    2.9474185705184937    4.9755918979644775    0.05420660972595215
17    3.016831159591675    3.8725799322128296    0.058098554611206055
early stopped at epoch 17 
best result at epoch 7 train 5.37822413444519 val 3.5124990344047546 
