datafolder: ./izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p2/inpvar5_S5_t5000/seed5/ datafile: v_normed_alltimes.txt data: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/timeseries28.csv groundtruth: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/sim28_gt_processed.csv seed: 12 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full max_epoch: 50 device: cuda:5 patience: 10 outdir: . outname: best_model d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    5.7925310134887695    4.783848762512207    0.06612324714660645
2    4.7707085609436035    5.843148708343506    0.053022146224975586
3    5.293780326843262    5.8198254108428955    0.05111074447631836
4    4.171986818313599    5.061041593551636    0.06185507774353027
5    5.067800402641296    6.425264120101929    0.053362369537353516
6    4.167759895324707    5.498666763305664    0.05279421806335449
7    5.208944320678711    4.2646647691726685    0.05260658264160156
8    3.9786570072174072    4.7023444175720215    0.05815887451171875
9    4.9084672927856445    4.63131046295166    0.0576930046081543
10    3.5875141620635986    4.554623603820801    0.05316638946533203
11    3.555563449859619    4.838415622711182    0.06372189521789551
12    4.009377598762512    4.675833225250244    0.07302355766296387
13    3.813894748687744    3.5650296211242676    0.06659340858459473
14    2.948338747024536    4.003733277320862    0.06035494804382324
15    3.940994143486023    3.8697409629821777    0.062351226806640625
16    2.9972344636917114    4.858896255493164    0.060150146484375
17    3.6870853900909424    4.211613893508911    0.05923771858215332
18    2.4454643726348877    5.323505163192749    0.0622098445892334
19    2.1791617274284363    4.441174745559692    0.06616926193237305
20    2.0868462324142456    6.15523624420166    0.060775041580200195
21    1.9675878286361694    4.644129991531372    0.06549215316772461
22    2.6533615589141846    5.100451707839966    0.05958914756774902
23    1.9214216768741608    4.933954477310181    0.06351113319396973
early stopped at epoch 23 
best result at epoch 13 train 3.813894748687744 val 3.5650296211242676 
