datafolder: ./izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p2/inpvar5_S5_t5000/seed5/ datafile: v_normed_alltimes.txt data: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/timeseries28.csv groundtruth: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/sim28_gt_processed.csv seed: 19 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full max_epoch: 50 device: cuda:5 patience: 10 outdir: . outname: best_model d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    5.686619520187378    5.76816725730896    0.05449557304382324
2    4.916395664215088    5.503281116485596    0.05320477485656738
3    4.657453179359436    4.091426968574524    0.05603504180908203
4    4.987727642059326    4.770783185958862    0.058892250061035156
5    5.407416105270386    5.791653633117676    0.06546378135681152
6    5.204429388046265    5.470077276229858    0.07454895973205566
7    5.167866468429565    4.577473402023315    0.0629115104675293
8    3.6901859045028687    3.709134578704834    0.06735467910766602
9    4.389565467834473    4.526916980743408    0.054383277893066406
10    4.899659156799316    4.127564072608948    0.0527493953704834
11    3.270268201828003    3.9421675205230713    0.06896591186523438
12    4.490737438201904    4.961428165435791    0.07598495483398438
13    2.931693196296692    4.981672525405884    0.07119607925415039
14    3.451367735862732    4.379469513893127    0.06246471405029297
15    2.7781856060028076    5.3909337520599365    0.06719374656677246
16    3.1364688873291016    4.884082317352295    0.07040715217590332
17    2.8493475914001465    3.6617385149002075    0.06982016563415527
18    2.328834295272827    3.7425289154052734    0.06415772438049316
19    2.4238312244415283    5.080428123474121    0.08050704002380371
20    2.9582756757736206    4.338171005249023    0.07554006576538086
21    2.2645623683929443    4.291567325592041    0.062499284744262695
22    2.9366124868392944    4.881047487258911    0.06546163558959961
23    1.541267454624176    4.405585289001465    0.06323790550231934
24    2.3624178171157837    4.331189513206482    0.057538747787475586
25    2.326663017272949    6.701497554779053    0.06240677833557129
26    2.5367257595062256    4.923336505889893    0.06560802459716797
27    1.4492506980895996    4.560646057128906    0.06281208992004395
early stopped at epoch 27 
best result at epoch 17 train 2.8493475914001465 val 3.6617385149002075 
